School ID,Name of School,"Elementary, Middle, or High School",Street Address,Phone Number,Link ,Network Manager,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,X_COORDINATE,Y_COORDINATE
610187,Graeme Stewart Elementary School,ES,4525 N Kenmore Ave ,(773) 534-2640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610187.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Probation,Level 2,No,Average,49,NDA,NDA,Average,46,Average,57,NDA,NDA,NDA,NDA,Average,47,Average,52,95.2,77,96.1,100,47.4,44.2,23.6,25.8,66.3,52.9,31.7,46,59.3,55.9,9.1,40.9,11.9,9.7,0.5,1.1,Yellow,Yellow,30.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,280,32,NDA,1168446.748,1930325.571
610355,Mary E Courtenay Elementary Language Arts Center,ES,1726 W Berteau Ave ,(773) 534-5790,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610355.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 2,No,Very Strong,99,NDA,NDA,Very Strong,95,Very Strong,80,NDA,NDA,NDA,NDA,Strong,59,Average,49,94.9,10.8,94.2,100,90.5,92.9,51,38.5,62,59.2,47.7,57.8,45.5,37.8,16.7,55.6,21.2,28.6,-1.2,-0.8,Red,Yellow,19,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,257,33,NDA,1164156.393,1927985.538
610205,Lyman Trumbull Elementary School,ES,5200 N Ashland Ave ,(773) 534-2430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610205.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Probation,Level 3,No,Average,56,NDA,NDA,Average,47,Weak,25,NDA,NDA,NDA,NDA,Average,50,Strong,55,94.3,17.8,95.2,97.7,55.1,25.7,21.6,29,37.5,38,39,42.2,30.4,31.8,21.1,36.8,14.2,13.5,-1.8,-1.5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,438,32,NDA,1164684.835,1934622.012
610269,John T McCutcheon Elementary School,ES,4865 N Sheridan Rd ,(773) 534-2680,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610269.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,56,Weak,36,Strong,67,Average,41,Weak,32,Average,42,Average,52,Average,53,94,8.8,94.8,98.1,62.4,66.3,31.3,30.3,46.7,48.3,34.1,40.5,48.1,58.4,9.1,13.6,19.5,10.8,1,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,355,32,NDA,1168789.535,1932738.462
610354,North River Elementary School,ES,4416 N Troy St ,(773) 534-0590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610354.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,67,Strong,60,Average,53,Average,51,Average,47,Average,47,Average,50,Average,51,95.6,20.1,96,100,46.2,55.8,47.9,39.4,56.3,64.1,27.8,35.1,35.7,54.9,22.2,40.7,19.6,13.7,-0.2,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,31,NDA,1154546.547,1929268.921
609780,Ames Middle School,MS,1920 N Hamlin Ave ,(773) 534-4970,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609780.pdf,Fullerton Elementary Network,No,Standard,Probation,Level 2,No,Weak,38,Very Weak,17,Weak,27,Weak,35,Weak,26,Weak,26,Average,50,Average,50,94.3,5.3,96,100,NDA,NDA,NDA,NDA,NDA,NDA,35.1,27.9,76.8,51.1,9.2,18.4,14.5,3,-1.9,-1.5,Red,Red,28.8,55,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,586,34,NDA,1150696.779,1912593.823
610390,Hyman G Rickover Naval Academy High School,HS,5900 N Glenwood Ave ,(773) 534-2890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610390.pdf,North-Northwest Side High School Network,No,Standard,Not on Probation,Level 2,No,Strong,64,NDA,NDA,Strong,64,Average,42,NDA,NDA,NDA,NDA,Average,53,Average,48,92.9,15.4,95.9,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.2,15.4,16.5,15.8,0.6,18.7,2.2,23.4,63,63.5,423,32,90.7,1165871.81,1939308.369
610147,Philip Rogers Elementary School,ES,7345 N Washtenaw Ave ,(773) 534-2125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610147.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,Very Strong,81,Strong,76,Strong,68,Strong,62,Strong,75,Strong,64,Average,53,Average,51,96.4,3,95.1,100,77.3,50.9,49.8,47.2,60.9,61.9,73,52.7,75.1,53.6,37.3,52.5,34.3,28.3,0.7,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,735,32,NDA,1157132.164,1948795.474
609804,Daniel Boone Elementary School,ES,6710 N Washtenaw Ave ,(773) 534-2160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609804.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,Average,52,Average,50,Average,47,Average,48,Average,45,Average,53,Average,50,Average,49,95.5,10.5,95.4,97.6,65,43,39.7,33.2,55.4,61.8,43.1,35.2,56.3,42.3,22.5,35,22,17.6,1.1,1.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,752,32,NDA,1157068.657,1944483.472
610179,Washington D Smyser Elementary School,ES,4310 N Melvina Ave ,(773) 534-3711,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610179.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Average,55,NDA,NDA,Average,43,Average,45,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.5,4.9,97.2,96.6,72.6,NDA,53.9,58.4,61.1,65.7,59.2,60.2,64.7,51.5,27,49.5,36.5,27.5,0.6,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1047,30,NDA,1134202.834,1928091.892
609719,Lake View High School,HS,4015 N Ashland Ave ,(773) 534-5440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609719.pdf,North-Northwest Side High School Network,No,Standard,Not on Probation,Level 2,No,Strong,64,NDA,NDA,Average,52,Average,43,NDA,NDA,NDA,NDA,Average,49,Weak,43,87.7,8.5,96.2,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.3,15.8,16.1,16.7,1.4,17.8,1.7,36.6,81.4,62.8,1500,33,87.3,1164975.217,1926813.581
610022,Joyce Kilmer Elementary School,ES,6700 N Greenview Ave ,(773) 534-2115,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610022.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,NDA,,Average,43,NDA,,NDA,,Average,43,Average,42,Average,49,Average,51,96,15.6,96.9,100,70,51.2,40.5,28.6,53.4,61.2,39.4,33.7,57.8,52.8,22.7,27.3,22.8,15,-0.2,-0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,886,32,NDA,1165015.365,1944631.682
610209,Alessandro Volta Elementary School,ES,4950 N Avers Ave ,(773) 534-5080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610209.pdf,O'Hare Elementary Network,No,Track_E,Not on Probation,Level 2,No,Average,43,Strong,61,Weak,28,Weak,37,Strong,62,Average,56,Average,51,Average,53,96.4,22.5,95.9,100,63.9,43.2,51.3,32.9,50.7,70,52.5,31.3,59.8,57.6,16.5,24.7,19.9,14.2,0.3,-0.4,Yellow,Yellow,31.6,65.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1023,31,NDA,1149774.095,1932831.151
609926,Franklin Elementary Fine Arts Center,ES,225 W Evergreen Ave ,(773) 534-8510,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609926.pdf,Fullerton Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,NDA,NDA,Strong,60,Average,55,NDA,NDA,NDA,NDA,Strong,58,Average,48,95.9,5.6,95.3,100,72.7,42.6,74.1,66.9,50,53.1,70.2,71.3,56.4,54.8,33.3,63.6,55.1,50.2,0.8,1.4,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,33,NDA,1174204.012,1909317.563
609728,Theodore Roosevelt High School,HS,3436 W Wilson Ave ,(773) 534-5000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609728.pdf,North-Northwest Side High School Network,No,Standard,Probation,Level 3,No,Average,42,NDA,NDA,Average,42,Weak,37,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,82.3,9.7,96.1,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.9,13.4,14.3,14,1.1,15.7,1.4,13.7,59.4,42.9,1490,31,61.2,1152459.778,1930390.229
609910,Laughlin Falconer Elementary School,ES,3020 N Lamon Ave ,(773) 534-3560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609910.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,54,Weak,24,Average,48,Weak,27,Weak,22,Weak,30,Average,49,Average,53,96.1,5.7,97,99.5,71.7,42.9,47.7,28.5,46.9,63.4,72,33.3,77.2,59.1,NDA,NDA,21,14.2,1.1,0.8,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1520,29,NDA,1143139.285,1919727.764
609995,Rufus M Hitch Elementary School,ES,5625 N McVicker Ave ,(773) 534-1189,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609995.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,Yes,Strong,64,Strong,77,Average,55,Average,58,Strong,65,Strong,70,Strong,55,Strong,54,95.1,3.7,96.6,98.6,73.7,27.6,62.2,51.7,50,67.8,56.5,54.8,52,63.3,22.9,37.5,29.5,24.7,-0.1,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,542,30,NDA,1134940.195,1937129.571
609880,Stephen Decatur Classical Elementary School,ES,7030 N Sacramento Ave ,(773) 534-2201,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609880.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Average,52,Weak,46,96.2,2.8,95.4,100,100,97.2,98.6,98.6,50.7,61.3,100,100,48.1,78.6,NDA,NDA,93.6,93.6,0.2,-1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,32,NDA,1155108.239,1946608.822
609850,Horace Greeley Elementary School,ES,832 W Sheridan Rd ,(773) 534-5800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609850.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,65,NDA,NDA,Average,48,Weak,38,NDA,NDA,NDA,NDA,Average,52,Average,52,95.9,6,96,100,64.5,35.5,46.7,37.4,48.8,52.8,65.6,47.9,53.1,49.7,43.1,50,26.9,16.3,0.2,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,611,32,NDA,1169860.926,1926142.578
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,2723 N Fairfield Ave ,(773) 534-4100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609809.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,57,Average,47,Average,43,Average,46,Weak,30,Weak,32,NDA,NDA,NDA,NDA,94.7,9.2,97.7,100,48.5,42.6,44.2,30.8,50.9,56.1,54.4,30.9,48.9,46.6,20.8,28.3,18.4,8.2,-1.6,-1,Red,Red,48.1,3.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,455,31,NDA,1157602.725,1918079.537
609945,William C Goudy Elementary School,ES,5120 N Winthrop Ave ,(773) 534-2480,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609945.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,70,Average,52,Strong,74,Strong,61,Strong,65,Average,52,NDA,NDA,NDA,NDA,96.1,6,95.8,100,64,62.9,46.1,32.8,52.5,59.5,61.5,48.3,65.6,60.7,37.5,51.8,30.8,23.6,0.9,1,Green,Green,34.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,805,32,NDA,1167897.992,1934499.505
609968,Sharon Christa McAuliffe Elementary School,ES,1841 N Springfield Ave ,(773) 534-4400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609968.pdf,Fullerton Elementary Network,No,Standard,Probation,Level 3,Yes,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,52,Strong,56,93.9,14.2,95.7,98.9,64.7,25.1,34.4,24.4,39.5,56.1,27.5,21.6,37.5,44.7,NDA,NDA,10.4,11,-1,-0.9,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,862,34,NDA,1150124.467,1912135.002
609933,Stephen F Gale Elementary Community Academy,ES,1631 W Jonquil Ter ,(773) 534-2100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609933.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Probation,Level 3,No,Weak,39,Weak,31,Weak,35,Weak,27,Weak,33,Weak,29,Weak,45,Weak,43,92.1,34.8,95.2,100,40.1,15.5,18.7,17.9,49.3,39.3,32.4,24.8,46.2,48.9,7.5,22.5,7.6,6.9,-0.5,0,Yellow,Yellow,20.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,532,32,NDA,1163959.517,1950960.205
610094,Louis Nettelhorst Elementary School,ES,3252 N Broadway St ,(773) 534-5810,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610094.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Average,58,NDA,NDA,Weak,34,Weak,30,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.5,5.3,95.9,97.9,85.4,52.2,67.6,71.2,61.6,61.4,56.8,66.7,45.1,51,29.6,29.6,38.2,42.4,0.2,0,Yellow,Yellow,53.6,33.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,729,33,NDA,1171628.585,1922072.58
610402,DeVry University Advantage Academy High School,HS,3300 N Campbell ,(773) 697-2216,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610402.pdf,North-Northwest Side High School Network,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,58,Strong,55,96.7,0,94.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,20.7,NDA,40.6,NDA,63.3,200,35,NDA,1159059.411,1921900.745
609789,John Barry Elementary School,ES,2828 N Kilbourn Ave ,(773) 534-3455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609789.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Weak,35,Average,49,Strong,70,Very Strong,81,Weak,34,Average,41,Average,51,Average,49,95.1,5.6,96.1,97.7,76.4,55,41.2,28.2,44.9,49.2,63.6,32.5,81.2,64.8,NDA,NDA,15.2,12.4,0.7,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,800,29,NDA,1145852.597,1918556.652
610542,West Ridge Elementary School,ES,6700 N Whipple St ,(773) 534-8250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610542.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Not Enough Data,No,Strong,67,NDA,NDA,Average,41,Weak,28,NDA,NDA,NDA,NDA,Weak,46,Strong,58,94.9,6.8,0,100,69,46.8,43.3,32.9,46.3,60.9,44,34.4,48.7,43.2,18.2,26.2,16.9,13,-2.2,-1,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,659,32,NDA,1154772.178,1944306.386
610099,Norwood Park Elementary School,ES,5900 N Nina Ave ,(773) 534-1198,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610099.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,86,Strong,69,Strong,68,Weak,31,Weak,32,Strong,57,Average,52,95.5,0.3,95.6,100,75.2,57.8,69.3,65.8,56.3,52.7,90.3,77.7,57.3,61.2,64.1,69.2,50.5,39,-1.8,-0.9,Red,Red,94.7,69.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,30,NDA,1128430.406,1938729.626
610137,Ernst Prussing Elementary School,ES,4650 N Menard Ave ,(773) 534-3460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610137.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,71,NDA,NDA,Average,49,Average,42,NDA,NDA,NDA,NDA,Weak,43,Weak,44,95.4,23.4,96,98.5,84.6,NDA,55.4,54,48.3,58.2,56,57.4,52.3,46.3,47.2,75.5,31.4,24.5,-0.8,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,672,30,NDA,1136787.381,1930557.622
609942,Johann W von Goethe Elementary School,ES,2236 N Rockwell St ,(773) 534-4135,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609942.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,75,Strong,61,Strong,68,Average,52,Strong,62,Strong,69,Strong,57,Average,53,95.8,5.6,97,99.1,72.7,55.1,40.6,42.4,68.6,80.2,57.6,52.7,71.2,59.6,21.4,31.4,24.9,17.6,-0.8,-0.7,Red,Red,20.5,29.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,35,NDA,1158528.612,1915119.213
609922,Belmont-Cragin Elementary School,ES,2456 N Mango Ave ,(773) 534-2900,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609922.pdf,Fullerton Elementary Network,No,Track_E,Not on Probation,Level 2,No,Strong,75,Very Strong,81,Strong,67,Strong,66,Average,45,Average,53,Strong,55,Strong,54,95.3,1.3,96.8,98.9,60.7,31.8,22.5,21.3,51.8,55.3,42.9,39,61.7,53.2,0,6.9,11,11,0.2,1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,634,29,NDA,1137592.32,1915980.764
609930,Frederick Funston Elementary School,ES,2010 N Central Park ,(773) 534-4125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609930.pdf,Fullerton Elementary Network,No,Track_E,Probation,Level 3,No,Very Weak,16,NDA,NDA,Very Weak,14,Very Weak,16,NDA,NDA,NDA,NDA,Weak,40,Average,47,94.7,16.8,95.4,100,65.1,40.2,18.2,17.4,32.6,48.3,26.1,26.8,46.4,41.8,18.2,31.8,12.2,5.8,-2.1,-1.1,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,619,34,NDA,1152012.963,1913173.956
609730,Nicholas Senn High School,HS,5900 N Glenwood Ave ,(773) 534-2365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609730.pdf,North-Northwest Side High School Network,No,Standard,Probation,Level 3,No,Average,48,NDA,NDA,Average,45,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,81.7,41.3,96.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,14.3,14.3,13.9,1.1,15.8,1.5,17.5,40.1,54.4,1053,32,79.8,1165871.81,1939308.369
609782,John J Audubon Elementary School,ES,3500 N Hoyne Ave ,(773) 534-5470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609782.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95,Strong,73,Strong,75,Strong,60,Strong,60,Strong,65,Strong,61,Average,47,96.2,4.5,96.7,98.6,NDA,54.3,72.1,68.9,65.5,76.7,67.5,70.3,82.6,65.3,31.6,36.8,45.3,34.8,1.2,1.1,Green,Green,47.4,61.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,580,33,NDA,1161693.811,1923258.727
609857,Grover Cleveland Elementary School,ES,3121 W Byron St ,(773) 534-5130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609857.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,64,Average,43,Average,58,Average,47,Average,51,Average,44,Average,49,Average,48,95,6.1,96.3,100,72.5,38.7,53.6,37.3,49.7,49.5,47.9,45.7,50.5,58.3,21.2,36.5,23.4,15.8,-0.3,-0.5,Yellow,Yellow,27.6,58.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,688,31,NDA,1154778.842,1925727.705
609734,William Howard Taft High School,HS,6530 W Bryn Mawr Ave ,(773) 534-1000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609734.pdf,North-Northwest Side High School Network,No,Standard,Not on Probation,Level 2,No,Strong,61,NDA,NDA,Weak,37,Weak,32,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,89.1,9.8,96.1,99.7,NDA,NDA,NDA,NDA,NDA,NDA,91.8,93.6,41.3,59.8,71.9,88.4,80.2,50.6,-3.1,-1.8,Red,Red,74.4,60,14.8,15.7,15.9,16.4,1.6,17.9,2,32.3,67.4,62.2,2922,30,77.3,1131556.247,1936856.822
609796,Jean Baptiste Beaubien Elementary School,ES,5025 N Laramie Ave ,(773) 534-3500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609796.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Strong,63,NDA,NDA,Average,49,Average,47,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.7,7.4,96.3,98.4,81.6,NDA,66.8,68.9,67.4,69.1,77,73.4,70.6,60.1,45.1,56.6,49.1,41.8,0.2,0.2,Yellow,Yellow,36.8,72.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1181,31,NDA,1140829.242,1933051.044
